        RA       DEC                     NAME      S1400    e_S1400    P1400  POLANG   e_P1400  e_POLANG       S74        e_S74     3CNAME         S600      P600      BETA     GAMMA
 250.77471  37.49289                   3C_344     1.4181   0.047300  0.05142    -5.4  0.000650       0.2     16.19     1.650000     3C_344     2.860681  0.009086 -0.828211  0.000000
 344.27921  16.97358            225707+165824     1.3422   0.045100  0.00494   -85.6  0.000620       2.1     18.49     1.890000       NONE     2.858179  0.000764 -0.892100  0.000000
 175.64596 -11.69672            114235-114148     1.3828   0.041500  0.00218    52.4  0.000430       3.9     17.02     1.740000       NONE     2.850585  0.000365 -0.853789  0.000000
 216.46112  24.06853            142550+240406     1.5587   0.053900  0.02695   -42.1  0.000490       0.3     12.65     1.290000       NONE     2.849793  0.006071 -0.712139  0.000000
 324.52096 -18.72483            213805-184329     1.4578   0.043700  0.02921    81.7  0.000480       0.3     14.92     1.520000       NONE     2.849580  0.005579 -0.791036  0.000000
  24.22600  30.24211            013654+301431     1.4676   0.048200  0.01626   -57.7  0.000750       0.7     14.64     1.500000       NONE     2.847613  0.003163 -0.782314  0.000000
  38.89742  29.14933            023535+290857     1.2675   0.043400  0.00351    44.3  0.000530       2.7     20.83     2.120000       NONE     2.839887  0.000479 -0.952107  0.000000
 158.57442  50.22506            103417+501330     1.5452   0.046400  0.00684    66.8  0.000410       1.1     12.76     1.280000       NONE     2.839277  0.001522 -0.718043  0.000000
 276.13329  57.74650                   3C_378     1.3696   0.048200  0.02208     0.4  0.000460       0.4     17.03     1.700000     3C_378     2.831668  0.003671 -0.857251  0.000000
  25.36321 -27.10211            014127-270607     1.5661   0.047000  0.11142     6.3  0.000450       0.1     12.13     1.240000       NONE     2.825036  0.025949 -0.696252  0.000000
 155.91129  59.08042            102338+590449     1.6093   0.048300  0.01625    13.0  0.000410       0.5     11.32     1.160000       NONE     2.823491  0.004053 -0.663491  0.000000
 123.68162  12.96944            081443+125810     1.6033   0.054500  0.02925   -69.4  0.000530       0.3     11.42     1.170000       NONE     2.823140  0.007231 -0.667753  0.000000
   3.37954  40.86000            001331+405136     1.6509   0.064200  0.03645    86.3  0.000520       0.3     10.61     1.090000       NONE     2.822079  0.009695 -0.632780  0.000000
 205.68154   5.07542            134243+050431     1.6009   0.048000  0.08737    54.4  0.000460       0.1     11.40     1.170000       NONE     2.818707  0.021603 -0.667666  0.000000
 356.39217  65.95514            234534+655718     1.3576   0.040700  0.00285    33.0  0.000580       3.9     17.09     1.770000       NONE     2.816838  0.000470 -0.861441  0.000000
 179.01529  58.78483            115603+584705     1.5917   0.047800  0.00245     8.3  0.000410       3.2     11.44     1.170000       NONE     2.810002  0.000602 -0.670818  0.000000
 173.40367 -19.90422            113336-195415     1.2236   0.036700  0.01884    52.4  0.000480       0.5     21.90     2.190000       NONE     2.809788  0.002417 -0.981133  0.000000
 203.23487   2.01292                  2E_3081     1.3093   0.045700  0.09836   -51.7  0.000500       0.1     18.52     1.870000   3C_287.1     2.809444  0.014921 -0.901093  0.000000
 198.77292 -18.97094            131505-185815     1.2691   0.038100  0.00871   -84.2  0.000480       1.1     19.57     2.000000       NONE     2.791784  0.001243 -0.930455  0.000000
 258.75600  -3.35889            171501-032132     1.3209   0.039600  0.00074   -89.1  0.000590      14.9     17.63     1.810000       NONE     2.787298  0.000117 -0.881342  0.000000
 123.01454  -5.82264            081203-054921     1.6426   0.049300  0.01114   -63.0  0.000470       0.8     10.26     1.060000       NONE     2.784921  0.003024 -0.623085  0.000000
 267.65887   3.17683            175038+031036     1.4718   0.050500  0.01366   -58.3  0.000790       1.0     13.44     1.390000       NONE     2.783946  0.002830 -0.752254  0.000000
 247.16342  14.63472                   3C_339     1.2051   0.038100  0.02967    89.4  0.001370       0.6     21.92     2.230000     3C_339     2.780213  0.003763 -0.986625  0.000000
  38.77929  -4.03475            023507-040205     1.4953   0.044900  0.07967    46.0  0.000460       0.1     12.67     1.300000       NONE     2.768050  0.017406 -0.726800  0.000000
 250.95479 -15.43989            164349-152623     1.3304   0.042000  0.08756   -49.8  0.001380       0.2     16.77     1.720000       NONE     2.761466  0.014418 -0.861895  0.000000
 178.35212  49.51931            115324+493109     1.5722   0.047200  0.05692   -24.4  0.000410       0.1     11.09     1.110000       NONE     2.760623  0.014169 -0.664442  0.000000
  21.49575  72.76178            012558+724542     1.5213   0.045600  0.03273   -80.3  0.000470       0.3     11.99     1.230000       NONE     2.758029  0.007529 -0.702175  0.000000
 175.11537  12.05211            114027+120307     1.5270   0.049300  0.11129    30.4  0.002510       0.2     11.86     1.220000       NONE     2.756707  0.025868 -0.697195  0.000000
 349.60887  67.89597            231826+675345     1.3215   0.046700  0.05690   -29.0  0.000540       0.2     16.92     1.730000       NONE     2.755365  0.009266 -0.867207  0.000000
 207.41250  21.12472                   3C_291     1.2820   0.038500  0.00237   -54.3  0.000440       3.5     18.12     1.850000     3C_291     2.750259  0.000360 -0.900833  0.000000
 352.39058 -19.38475            232933-192305     1.4045   0.043600  0.03385    53.3  0.001470       0.5     14.43     1.470000       NONE     2.748444  0.006447 -0.792347  0.000000
 138.01158  37.85981            091202+375135     1.1112   0.038300  0.00124     7.1  0.000520       7.4     25.63     2.620000       NONE     2.745174  0.000133 -1.067398  0.000000
  71.69517  50.62697                   3C_128     1.3100   0.043600  0.02394    29.3  0.000660       0.4     17.05     1.740000     3C_128     2.744322  0.003853 -0.872783  0.000000
 351.98850  27.26564                   3C_463     1.4799   0.044400  0.00060    34.8  0.000470      14.5     12.57     1.300000     3C_463     2.741459  0.000131 -0.727626  0.000000
 241.44404   0.43175            160546+002554     1.3766   0.048200  0.00048   -80.0  0.000520      20.3     14.92     1.500000       NONE     2.735669  0.000088 -0.810529  0.000000
 251.17112  13.08753                   3C_347     1.3364   0.047100      NaN     NaN       NaN       NaN     16.03     1.610000     3C_347     2.734529       NaN -0.845015  0.000000
 291.15137  35.34086                 3C_400.1     1.1900   0.041100  0.04684   -18.7  0.000600       0.2     21.30     1.714934   3C_400.1     2.732682  0.006009 -0.981155  0.000000
 138.01667  16.30825            091204+161829     1.3746   0.041200  0.03055    14.1  0.000410       0.3     14.85     1.490000       NONE     2.729138  0.005614 -0.809424  0.000000
 108.94562  -2.51703            071546-023101     1.4146   0.042400  0.03455    38.4  0.000470       0.3     13.83     1.420000       NONE     2.728895  0.006817 -0.775465  0.000000
 348.01833  18.74283                   3C_457     1.0871   0.040300  0.01519    66.9  0.000680       0.7     26.27     1.934037     3C_457     2.721938  0.001574 -1.083244  0.000000
 319.62946  18.27642            211831+181635     1.3290   0.046500  0.00553    77.6  0.000530       1.8     15.91     1.590000       NONE     2.717850  0.000945 -0.844348  0.000000
 147.47246 -25.18983            094953-251123     1.1180   0.038300  0.10576    49.9  0.000590       0.1     24.35     2.480000       NONE     2.716714  0.011800 -1.047898  0.000000
 136.89550  41.58161            090734+413453     1.3945   0.044900  0.11008   -22.7  0.000830       0.1     14.03     1.440000       NONE     2.712437  0.021282 -0.785216  0.000000
 162.88379 -20.39664            105132-202347     1.5047   0.045100  0.03534    62.8  0.000480       0.3     11.62     1.170000       NONE     2.711965  0.008248 -0.695245  0.000000
 173.66025  43.46681            113438+432800     1.5671   0.047000  0.02750    31.5  0.000420       0.3     10.49     1.080000       NONE     2.710450  0.007106 -0.646629  0.000000
 264.30167  -7.53914            173712-073220     1.3262   0.042500  0.00683   -47.2  0.001180       2.3     15.82     1.620000       NONE     2.709340  0.001170 -0.843136  0.000000
 121.40421  -0.97069  2MASX_J08053779-0058174     1.3291   0.047200  0.00219    48.9  0.000900       5.6     15.65     1.590000     3C_193     2.705121  0.000379 -0.838719  0.000000
 339.40571 -17.21119            223737-171240     1.4607   0.051500  0.00838    19.9  0.000470       1.1     12.39     1.240000       NONE     2.704828  0.001829 -0.727162  0.000000
 271.69804  70.74544            180647+704443     1.4925   0.049800  0.27320    79.4  0.001730       0.1     11.66     1.190000       NONE     2.698966  0.063238 -0.699183  0.000000
  52.15221 -28.69664            032836-284147     1.4493   0.051000  0.03952   -16.4  0.000480       0.2     12.50     1.250000       NONE     2.696645  0.008526 -0.732833  0.000000
 294.22542  -0.36608            193654-002157     1.4584   0.043800  0.03191   -28.0  0.000550       0.3     12.25     1.230000       NONE     2.692963  0.007015 -0.723833  0.000000
  58.01808  26.40500            035204+262418     1.4086   0.045100  0.09040    76.1  0.000900       0.1     13.28     1.350000       NONE     2.689019  0.018305 -0.763108  0.000000
 102.81479  45.15689                 3C_169.1     1.2617   0.040200  0.05459    89.3  0.000910       0.2     17.43     1.770000   3C_169.1     2.688935  0.008422 -0.893057  0.000000
 167.21579  25.01447                   3C_250     1.0900   0.034100  0.01322    80.3  0.001110       1.0     24.96     2.530000     3C_250     2.687198  0.001423 -1.064940  0.000000
 128.32833  51.05217            083318+510307     1.3135   0.041100  0.09355   -87.4  0.001180       0.1     15.74     1.600000       NONE     2.686918  0.015970 -0.844685  0.000000
 280.01117  24.04164            184002+240229     1.3900   0.041700  0.00154    11.9  0.000460       5.9     13.60     1.390000       NONE     2.682036  0.000304 -0.775728  0.000000
 209.25892 -14.09514            135702-140542     1.3706   0.047400  0.01728    75.6  0.000540       0.6     13.88     1.420000       NONE     2.670977  0.003325 -0.787440  0.000000
 156.33633  20.17258                   3C_242     1.2503   0.038600  0.16443    76.1  0.001450       0.1     17.40     1.760000     3C_242     2.670293  0.025234 -0.895558  0.000000
  47.62929  44.59667            031031+443548     1.4821   0.044500  0.03749   -37.2  0.000510       0.3     11.37     1.140000       NONE     2.666144  0.008791 -0.692995  0.000000
 116.42554  31.71461            074542+314252     1.3578   0.041500  0.01651    81.4  0.002250       1.2     14.06     1.430000       NONE     2.663068  0.003127 -0.795013  0.000000
  68.61937  72.48667            043428+722912     1.0849   0.034700  0.01398    33.5  0.000980       0.9     24.29     2.470000       NONE     2.657324  0.001529 -1.057281  0.000000
 101.43446 -15.83772            064544-155015     1.5009   0.051600  0.05891     0.4  0.000540       0.2     10.87     1.110000       NONE     2.655534  0.014392 -0.673412  0.000000
 199.10604 -12.43739            131625-122614     1.3182   0.046400  0.00303   -17.0  0.000480       2.9     14.96     1.530000       NONE     2.654591  0.000538 -0.826183  0.000000
 182.16487 -34.05203            120839-340307     1.1081   0.033200  0.01052   -53.5  0.000500       0.9     22.93     2.340000       NONE     2.653226  0.001217 -1.030487  0.000000
  48.84492  -3.27950            031522-031646     1.3006   0.041300  0.03660    79.4  0.001010       0.4     15.41     1.570000       NONE     2.651865  0.006298 -0.840835  0.000000
 127.51717   7.76250            083004+074545     1.3897   0.048700  0.03477    38.0  0.000470       0.2     13.08     1.310000       NONE     2.651665  0.007049 -0.762542  0.000000
 239.15146  42.95267            155636+425709     1.3338   0.046400  0.08227   -38.2  0.000450       0.1     14.40     1.470000       NONE     2.647644  0.015127 -0.809206  0.000000
  63.78846 -29.48500            041509-292906     1.1809   0.037600  0.02214   -67.6  0.001020       0.6     19.40     1.980000       NONE     2.645588  0.003019 -0.951987  0.000000
 227.60025  70.75908                 3C_314.1     1.0668   0.033900  0.02718   -46.1  0.003130       0.8     24.90     2.510000   3C_314.1     2.644525  0.002887 -1.071439  0.000000
 242.51158  -9.31667            161002-091900     1.2710   0.041100  0.02310    22.0  0.001000       0.6     16.12     1.650000       NONE     2.642847  0.003787 -0.863985  0.000000
  15.69433  46.41058            010246+462438     1.3219   0.042700  0.05351    37.9  0.000800       0.2     14.55     1.500000       NONE     2.638676  0.009704 -0.815778  0.000000
 125.18358  18.22233            082044+181320     1.2684   0.038100  0.04730    61.3  0.000430       0.2     16.11     1.610000       NONE     2.638526  0.007747 -0.864471  0.000000
 299.62217  51.84361            195829+515037     1.2957   0.040100  0.00911    14.8  0.001870       2.1     15.27     1.590000       NONE     2.637803  0.001574 -0.839015  0.000000
  48.68192  43.23472                    3C_82     1.2916   0.038800  0.00959    59.9  0.000490       1.0     15.39     1.580000     3C__82     2.637802  0.001644 -0.842755  0.000000
  91.47529 -35.30214            060554-351807     1.3370   0.040100  0.00134   -68.5  0.000460       6.6     14.13     1.520000       NONE     2.637737  0.000250 -0.801953  0.000000
 343.54354  11.61056            225410+113638     1.4358   0.043100  0.00550   -14.5  0.000460       1.6     11.84     1.240000       NONE     2.637192  0.001225 -0.717566  0.000000
  19.49792  45.60597                    3C_36     1.2471   0.037400  0.00475   -57.4  0.000410       1.7     16.71     1.710000   3C__36.0     2.634526  0.000749 -0.882668  0.000000
 252.92637  -6.29611            165142-061746     1.1402   0.038100  0.05080    10.2  0.000810       0.3     20.78     2.120000       NONE     2.631965  0.006434 -0.987288  0.000000
 358.54729  32.91997                   3C_469     1.1817   0.037800  0.01644   -56.9  0.000880       0.7     18.96     1.930000     3C_469     2.629422  0.002280 -0.943954  0.000000
 242.51412  32.97889                   3C_329     1.1711   0.041300  0.03374    46.7  0.000480       0.3     19.26     1.950000     3C_329     2.624458  0.004598 -0.952358  0.000000
 101.32017   5.52556                   3C_167     1.3335   0.043600  0.01709   -25.4  0.000820       0.7     13.96     1.440000     3C_167     2.623652  0.003212 -0.798728  0.000000
  99.65721 -16.82164            063837-164917     1.3829   0.043600  0.01243   -26.5  0.001130       1.1     12.42     1.270000       NONE     2.603288  0.002605 -0.746600  0.000000
 275.51350  -2.38003                   3C_376     1.3094   0.043500  0.01225    -5.0  0.001070       1.4     14.21     1.470000     3C_376     2.603093  0.002244 -0.810968  0.000000
  12.94646  17.78619                    3C_23     1.3675   0.041000  0.00349   -37.5  0.000420       2.3     12.73     1.280000     3C__23     2.601033  0.000713 -0.758794  0.000000
  32.80258  21.32572                    3C_60     1.3556   0.047100  0.01735   -69.1  0.000450       0.5     13.00     1.330000     3C__60     2.600583  0.003471 -0.768905  0.000000
  12.43771  -2.71603            004945-024257     1.3437   0.043500  0.05978   -38.7  0.000890       0.2     13.09     1.340000       NONE     2.589455  0.011826 -0.774250  0.000000
 110.54608 -18.80556            072211-184820     1.0252   0.035800  0.00481   -29.7  0.000570       2.1     25.37     2.580000       NONE     2.584590  0.000490 -1.091327  0.000000
 197.78567  27.46569  2MASX_J13110466+2728070     1.1699   0.037400  0.04804    -0.1  0.000940       0.3     18.27     1.860000     3C_284     2.582963  0.006792 -0.934759  0.000000
 166.55083 -24.74553            110612-244443     1.1142   0.037700  0.00389    74.1  0.000660       2.8     20.29     2.080000       NONE     2.571359  0.000493 -0.987017  0.000000
   1.23800  12.80525            000457+124818     1.0695   0.035100  0.20394   -21.7  0.002290       0.1     22.42     1.634656       NONE     2.570387  0.023381 -1.034896  0.000000
 185.11700   9.47414            122028+092826     1.0644   0.037300  0.02636    59.0  0.000480       0.3     22.61     2.270000       NONE     2.567893  0.002994 -1.039392  0.000000
 261.93283  73.84806            172743+735053     1.3300   0.051500  0.02045    11.7  0.000530       0.5     13.02     1.300000       NONE     2.566666  0.004031 -0.775912  0.000000
 113.47833   2.03950            073354+020222     1.2797   0.045100  0.03494    24.3  0.000460       0.2     14.32     1.460000       NONE     2.566623  0.006262 -0.821394  0.000000
 353.00233  29.94719            233200+295649     1.2483   0.037500  0.00871    70.8  0.000430       1.0     15.20     1.520000       NONE     2.565347  0.001470 -0.850127  0.000000
 302.23517  52.22528                   3C_408     1.2849   0.038500  0.02004    72.5  0.000510       0.5     14.10     1.480000     3C_408     2.562583  0.003642 -0.814749  0.000000
 101.01975  59.92253            064404+595521     1.4295   0.042900  0.00104     4.5  0.000420       7.8     10.78     1.080000       NONE     2.558844  0.000247 -0.687162  0.000000
 353.10662  -9.96567            233225-095756     1.4257   0.042800  0.01350    -1.5  0.000480       0.7     10.85     1.120000       NONE     2.558769  0.003184 -0.690269  0.000000
 135.60637  -5.27778            090225-051640     1.1980   0.035900  0.03682    86.1  0.000450       0.2     16.62     1.660000       NONE     2.556285  0.005663 -0.894493  0.000000
 292.89817 -14.09986            193135-140559     1.2264   0.038800  0.02400   -20.9  0.001230       0.6     15.43     1.790000       NONE     2.544217  0.003957 -0.861255  0.000000
  45.30375  50.75153                    3C_76     1.4304   0.042900  0.02624    72.4  0.000510       0.4     10.54     1.060000     3C__76     2.543434  0.006332 -0.679290  0.000000
 102.12100  -2.36928                   3C_168     1.2697   0.040800  0.00724    71.2  0.001020       1.9     14.10     1.450000     3C_168     2.540968  0.001305 -0.818796  0.000000
 133.36771  -3.68556            085328-034108     1.3540   0.040600  0.00110   -25.8  0.000450       7.9     11.98     1.200000       NONE     2.537927  0.000233 -0.741515  0.000000
 249.15575  26.80183                   3C_342     1.3361   0.045300  0.05268    53.4  0.000570       0.2     12.38     1.270000     3C_342     2.537906  0.010799 -0.757212  0.000000
 151.13725  31.86431            100432+315151     1.2638   0.037900  0.01171    15.2  0.000450       0.7     14.19     1.460000       NONE     2.537205  0.002094 -0.822545  0.000000
 128.76483  14.19692            083503+141148     1.1564   0.038600  0.03486     3.9  0.000590       0.3     17.58     1.800000       NONE     2.533447  0.005024 -0.925612  0.000000
  52.52013 -16.64683            033004-163848     1.1970   0.039500  0.05076    29.8  0.000700       0.2     16.00     1.630000       NONE     2.526929  0.008017 -0.881846  0.000000
  35.76429  54.81361            022303+544849     1.3418   0.045000  0.07352    70.3  0.000710       0.2     12.06     1.240000       NONE     2.526469  0.015402 -0.746857  0.000000
 162.88521  -9.30889                  2E_2340     1.0690   0.037400  0.03982    52.9  0.000520       0.2     20.82     2.100000     3C_246     2.515287  0.004811 -1.009873  0.000000
 195.14958  80.91078            130035+805438     1.2509   0.037500  0.00219   -84.6  0.000420       3.7     14.10     1.440000       NONE     2.514129  0.000390 -0.823870  0.000000
 237.30246  30.78753            154912+304715     1.2492   0.037500  0.00167   -67.8  0.000430       5.0     14.10     1.410000       NONE     2.511697  0.000297 -0.824333  0.000000
  22.90221  -7.06589            013136-070357     1.2030   0.038900  0.01642   -83.6  0.000870       0.7     15.45     1.580000       NONE     2.510503  0.002668 -0.868248  0.000000
 256.03004  29.78319            170407+294659     1.4139   0.042400  0.02864   -13.1  0.000450       0.3     10.31     1.030000       NONE     2.506527  0.006963 -0.675732  0.000000
 303.71962  26.51439            201452+263051     1.1909   0.035700  0.00155    10.2  0.000530       6.7     15.62     1.650000       NONE     2.500376  0.000248 -0.875408  0.000000
 333.56187  60.47700            221414+602837     1.2028   0.036100  0.00191    51.3  0.000520       5.3     15.24     1.570000       NONE     2.500326  0.000313 -0.863650  0.000000
  38.22462  -6.76478                    3C_68     1.4089   0.049700  0.01495   -18.9  0.000490       0.6     10.29     1.060000     3C__68     2.498816  0.003630 -0.676277  0.000000
 144.48600 -29.21928            093756-291309     1.0172   0.032600  0.07895    67.1  0.002890       0.3     22.97     2.400000       NONE     2.497654  0.008585 -1.060192  0.000000
 276.14596  74.34297                 3C_379.1     1.1706   0.040900  0.03418    12.7  0.000530       0.3     16.23     1.640000   3C_379.1     2.497381  0.005259 -0.894286  0.000000
  38.35308 -23.35150            023324-232105     1.2318   0.039800  0.02947    20.2  0.000860       0.4     14.26     1.450000       NONE     2.494843  0.005156 -0.832941  0.000000
 329.67487  29.98569            215841+295908     1.2768   0.038300  0.00543    25.6  0.000460       1.6     12.95     1.300000       NONE     2.489287  0.001044 -0.787963  0.000000
 194.33629 -33.57814            125720-333441     1.2912   0.044400  0.03675    80.9  0.000620       0.3     12.50     1.290000       NONE     2.483794  0.007302 -0.772119  0.000000
 131.70429 -29.71225            084649-294244     1.3132   0.039400  0.02370     7.3  0.000470       0.4     11.93     1.220000       NONE     2.480260  0.004927 -0.750499  0.000000
   2.12217  -5.97936                     3C_3     1.3219   0.039700  0.00085     0.2  0.000440      10.1     11.70     1.200000     3C___3     2.478004  0.000180 -0.741632  0.000000
  90.79658 -34.44847            060311-342654     1.0136   0.035700  0.01195    -8.5  0.000500       0.8     22.44     2.300000       NONE     2.474655  0.001318 -1.053458  0.000000
 230.69046  -5.06764            152245-050403     1.1842   0.037800  0.08296    -0.9  0.001010       0.2     15.23     1.560000       NONE     2.472274  0.013467 -0.868727  0.000000
  84.62937 -13.24275            053831-131433     1.3283   0.039900  0.00878    -1.8  0.000480       1.0     11.43     1.170000       NONE     2.469864  0.001897 -0.732049  0.000000
  68.25158 -29.93694            043300-295613     1.1044   0.036400  0.06405    88.7  0.000750       0.2     17.89     1.840000       NONE     2.464202  0.008822 -0.947206  0.000000
 329.18375 -11.46375            215644-112749     1.1640   0.039000  0.02431   -37.6  0.000630       0.4     15.59     1.600000       NONE     2.458679  0.003834 -0.882525  0.000000
 124.39625  22.61997                   3C_197     1.2762   0.043800  0.07477   -47.9  0.000510       0.1     12.32     1.260000     3C_197     2.452945  0.014887 -0.771160  0.000000
  90.78421 -13.16922            060308-131009     1.3346   0.048700  0.00860    71.5  0.000770       1.3     11.03     1.130000       NONE     2.452886  0.001912 -0.718323  0.000000
 273.12942  26.48992            181231+262923     1.1151   0.035300  0.02759    42.7  0.001120       0.5     17.15     1.750000       NONE     2.451150  0.003943 -0.929559  0.000000
 158.52121  11.20892            103405+111232     1.2010   0.036000  0.05581    25.5  0.000460       0.2     14.26     1.460000       NONE     2.450277  0.009590 -0.841553  0.000000
 121.88996 -17.41467            080733-172452     1.2630   0.044300  0.00165   -82.1  0.000490       5.4     12.57     1.300000       NONE     2.448996  0.000321 -0.781529  0.000000
 220.51654 -26.61206            144203-263643     1.0587   0.035100  0.14356   -45.4  0.000720       0.1     19.31     1.980000       NONE     2.444395  0.018173 -0.987558  0.000000
 308.19254  53.76472                 3C_415.2     1.0110   0.033700 -0.00020     NaN  0.000710       NaN     21.62     2.210000   3C_415.2     2.443777 -0.000023 -1.041670  0.000000
 135.20133  18.53528                   3C_213     1.2277   0.040000  0.08457   -21.4  0.000710       0.1     13.31     1.360000     3C_213     2.439967  0.015503 -0.810626  0.000000
 206.09896  14.15425            134423+140915     1.3028   0.039100  0.00245    78.3  0.000440       3.5     11.46     1.180000       NONE     2.437860  0.000521 -0.739533  0.000000
  94.38821  54.07428                   3C_155     1.2744   0.045000  0.00110     5.0  0.000440       7.7     12.10     1.210000     3C_155     2.437791  0.000222 -0.765512  0.000000
 173.72754  30.09033                   3C_261     1.1455   0.040400  0.01193    73.9  0.000470       0.7     15.57     1.590000     3C_261     2.429900  0.001862 -0.887538  0.000000
  83.88908 -12.03903            053533-120220     1.3567   0.050700  0.00186    55.1  0.000680       5.9     10.21     1.050000       NONE     2.427092  0.000442 -0.686463  0.000000
  65.09238  17.89867                   3C_114     1.1056   0.034600  0.02791   -63.9  0.001310       0.5     16.78     1.710000   3C_114.0     2.421003  0.004027 -0.925051  0.000000
 123.62646  45.94428            081430+455639     1.1061   0.033200  0.00140    61.0  0.000400       5.6     16.73     1.710000       NONE     2.419700  0.000202 -0.923882  0.000000
 123.24783  32.71822            081259+324305     1.3252   0.042600  0.06784    71.6  0.000830       0.2     10.67     1.090000       NONE     2.417349  0.015370 -0.709441  0.000000
 319.97908  37.39267            211954+372333     1.0970   0.035800  0.00801    27.1  0.000870       1.6     16.95     1.730000       NONE     2.414586  0.001141 -0.931135  0.000000
 271.95267  48.48950            180748+482922     1.0287   0.032300  0.00749    75.1  0.001080       1.7     19.86     2.020000       NONE     2.414348  0.000911 -1.006887  0.000000
  91.60821  64.74475            060625+644441     1.0410   0.036200  0.01992    -8.7  0.000500       0.5     19.28     1.930000       NONE     2.414153  0.002494 -0.992764  0.000000
  78.36871 -30.50939            051328-303033     1.1218   0.034200  0.04755   -11.9  0.020090       1.2     15.87     1.710000       NONE     2.407209  0.007213 -0.901139  0.000000
  71.78721  33.46317            044708+332747     1.1773   0.041400  0.03690   -45.9  0.000540       0.3     14.03     1.410000       NONE     2.404466  0.006324 -0.842802  0.000000
 201.90942  -2.05311            132738-020311     1.2528   0.043500  0.10944   -29.3  0.000530       0.1     12.01     1.200000       NONE     2.403131  0.021898 -0.768787  0.000000
 284.61183  56.76569            185826+564556     1.1086   0.038000  0.04924    11.6  0.000530       0.2     16.24     1.660000       NONE     2.402919  0.007286 -0.913004  0.000000
  25.60442 -16.47275            014225-162821     1.0843   0.032500  0.01386   -69.3  0.000440       0.6     17.12     1.750000       NONE     2.401552  0.001944 -0.938490  0.000000
  89.06442 -32.38528            055615-322307     1.1725   0.038900  0.05337    85.1  0.000710       0.2     13.98     1.430000       NONE     2.395018  0.009143 -0.842977  0.000000
 244.33008 -10.04078            161719-100226     1.1434   0.036600  0.03845    20.0  0.001000       0.4     14.84     1.520000       NONE     2.393377  0.006201 -0.871829  0.000000
 117.84454 -19.28792            075122-191716     1.1869   0.040000  0.00523     4.1  0.001580       3.2     13.53     1.390000       NONE     2.393247  0.000925 -0.827697  0.000000
  65.97187  34.86244                   3C_115     1.2970   0.038900  0.01162    59.9  0.000480       0.8     10.71     1.130000     3C_115     2.383188  0.002586 -0.718030  0.000000
 340.36421  33.62028            224127+333713     1.1061   0.037700  0.02241   -10.4  0.000580       0.4     15.83     1.620000       NONE     2.381447  0.003371 -0.905075  0.000000
  76.36412  63.09331            050527+630535     1.2077   0.040500  0.05707    85.7  0.000640       0.2     12.69     1.300000       NONE     2.378682  0.010698 -0.799989  0.000000
 165.60912  55.83425            110226+555003     1.2064   0.042300  0.00520    73.5  0.000460       1.6     12.70     1.300000       NONE     2.377398  0.000973 -0.800623  0.000000
  53.92842  70.93281            033542+705558     1.1130   0.036100  0.05235    36.5  0.000860       0.2     15.39     1.580000       NONE     2.372659  0.008071 -0.893372  0.000000
  77.37296  29.96550            050929+295755     1.0577   0.034800  0.02996    58.7  0.000800       0.4     17.43     1.790000       NONE     2.371699  0.004077 -0.953041  0.000000
 240.59300  80.26642            160222+801559     1.0150   0.032900  0.02336    29.5  0.000790       0.5     19.27     1.970000       NONE     2.370722  0.002874 -1.001190  0.000000
  51.84629  12.14328            032723+120835     1.2087   0.042400  0.02741    69.5  0.000490       0.3     12.50     1.280000       NONE     2.369759  0.005196 -0.794576  0.000000
 348.22442  59.64906            231253+593856     1.2333   0.043300  0.00532   -88.1  0.000670       2.3     11.86     1.750000       NONE     2.367854  0.001062 -0.769848  0.000000
  77.54871 -12.17931            051011-121045     1.2270   0.040600  0.04971    80.2  0.000660       0.2     11.98     1.220000       NONE     2.366092  0.009818 -0.775014  0.000000
  54.11683  53.64767            033628+533851     1.1982   0.042300  0.00921    81.3  0.000600       1.2     12.60     1.260000       NONE     2.360501  0.001725 -0.800254  0.000000
  70.49621   1.35036                   3C_124     1.1447   0.034300  0.00157    -5.4  0.000480       5.8     14.07     1.410000     3C_124     2.358816  0.000263 -0.853321  0.000000
 145.34842  39.73725                 3C_223.1     1.0543   0.039400  0.05682     5.5  0.000650       0.2     17.10     1.740000   3C_223.1     2.353271  0.007819 -0.947635  0.000000
  82.12775  21.55053            052830+213301     1.1546   0.034600  0.02055    67.9  0.000640       0.6     13.50     1.370000       NONE     2.345202  0.003570 -0.836326  0.000000
 223.42675  69.45944                   3C_307     1.0663   0.033900  0.01147   -15.6  0.000960       1.1     16.42     1.670000     3C_307     2.344726  0.001638 -0.929984  0.000000
 187.19017 -21.43744            122845-212614     1.2598   0.042000  0.07178   -84.9  0.000650       0.1     10.87     1.120000       NONE     2.344325  0.015481 -0.732971  0.000000
 262.59054  79.82133            173021+794916     1.0192   0.030600  0.00113    42.3  0.000450       7.6     18.22     1.860000       NONE     2.339617  0.000145 -0.980729  0.000000
  85.78137 -24.35081            054307-242102     1.0355   0.036100  0.00360    13.3  0.000530       2.7     17.46     1.780000       NONE     2.337315  0.000482 -0.960841  0.000000
 276.84408   9.31214            182722+091843     1.0025   0.030100  0.00409    46.0  0.000560       2.7     18.85     1.930000       NONE     2.335027  0.000507 -0.997910  0.000000
 211.70462  -1.90472            140649-015417     1.1427   0.036700  0.01841     2.0  0.000960       0.7     13.61     1.390000       NONE     2.333422  0.003156 -0.842610  0.000000
