#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:03:14 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b42ba3871	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/79A&tab:{VIII/79A/catalog}&key:source=VIII/79A/catalog&HTTPPRM:&-ref=VIZ524b42ba3871&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&Si=> 10&-ignore=SPECFIND=*&SPECFIND=SPECFIND&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/79A/catalog
#-order=I
#-out=VLSS
#-out=RAJ2000
#-out=e_RAJ2000
#-out=DEJ2000
#-out=e_DEJ2000
#-out=Si
#-sort=Si
#Si=> 10
#-out=e_Si
#SPECFIND=SPECFIND
#

#RESOURCE=yCat_8079
#Name: VIII/79A
#Title: The VLA Low-frequency Sky Survey at 74MHz (Cohen+ 2007)
#Table	VIII_79A_catalog:
#Name: VIII/79A/catalog
#Title: The VLSS Catalog, Version 2007-06-26
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	VLSS	(a12)	VLSS name {\em(Name derived from truncated J2000 position; a suffix {\bf A} or {\bf B} was added in case of name collision)}	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	Mean error on Declination	[ucd=stat.error;pos.eq.dec]
#Column	Si	(F8.2)	Integrated flux density at 74MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	e_Si	(F7.2)	? Mean error on Si (1)	[ucd=stat.error]
_RAJ2000|_DEJ2000|VLSS|RAJ2000|e_RAJ2000|DEJ2000|e_DEJ2000|Si|e_Si
080.29358|+16.64056|0521.1+1638 |05 21 10.46| 0.22|+16 38 26.0| 3.3|   14.63|   1.59
106.88762|+38.37072|0707.5+3822 |07 07 33.03| 0.24|+38 22 14.6| 3.0|   14.63|   1.49
259.84587| +0.61853|1719.3+0037 |17 19 23.01| 0.19|+00 37 06.7| 3.1|   14.63|   1.47
024.22679|+30.24250|0136.9+3014 |01 36 54.43| 0.22|+30 14 33.0| 3.1|   14.64|   1.50
027.70954| -9.02428|0150.8-0901 |01 50 50.29| 0.19|-09 01 27.4| 3.1|   14.65|   1.50
289.47679|-12.07575|1917.9-1204 |19 17 54.43| 0.22|-12 04 32.7| 3.5|   14.66|   1.57
195.46900|-20.34439|1301.8-2020 |13 01 52.56| 0.21|-20 20 39.8| 3.1|   14.69|   1.51
270.41200|+13.85714|1801.6+1351 |18 01 38.88| 0.20|+13 51 25.7| 3.1|   14.70|   1.47
193.10858|+56.57203|1252.4+5634 |12 52 26.06| 0.35|+56 34 19.3| 3.0|   14.72|   1.47
318.44646|+30.39347|2113.7+3023 |21 13 47.15| 0.22|+30 23 36.5| 3.1|   14.75|   1.51
162.66833| -0.06522|1050.6-0003 |10 50 40.40| 0.19|-00 03 54.8| 3.1|   14.76|   1.51
167.45262|-23.04153|1109.8-2302 |11 09 48.63| 0.21|-23 02 29.5| 3.1|   14.79|   1.50
351.73300|+40.80250|2326.9+4048 |23 26 55.92| 0.25|+40 48 09.0| 3.1|   14.81|   1.52
003.70346|+61.29383|0014.8+6117 |00 14 48.83| 0.43|+61 17 37.8| 3.2|   14.82|   1.51
052.46829|+53.54306|0329.8+5332 |03 29 52.39| 0.32|+53 32 35.0| 3.0|   14.82|   1.48
057.44392| +5.86047|0349.7+0551 |03 49 46.54| 0.19|+05 51 37.7| 3.1|   14.82|   1.51
091.06087|-31.93222|0604.2-3155 |06 04 14.61| 0.23|-31 55 56.0| 3.1|   14.82|   1.52
164.57387|+19.86833|1058.2+1952 |10 58 17.73| 0.20|+19 52 06.0| 3.0|   14.83|   1.51
244.33000|-10.04042|1617.3-1002 |16 17 19.20| 0.20|-10 02 25.5| 3.1|   14.84|   1.52
138.01700|+16.30806|0912.0+1618 |09 12 04.08| 0.20|+16 18 29.0| 3.0|   14.85|   1.49
322.54042|+83.95906|2130.1+8357 |21 30 09.70| 1.83|+83 57 32.6| 3.1|   14.85|   1.52
224.02221|+16.44886|1456.0+1626 |14 56 05.33| 0.21|+16 26 55.9| 3.1|   14.91|   1.52
111.07712|+12.77450|0724.3+1246 |07 24 18.51| 0.20|+12 46 28.2| 3.1|   14.92|   1.52
241.44350| +0.43139|1605.7+0025 |16 05 46.44| 0.19|+00 25 53.0| 3.1|   14.92|   1.50
324.52108|-18.72483|2138.0-1843 |21 38 05.06| 0.20|-18 43 29.4| 3.1|   14.92|   1.52
318.35379|+38.03139|2113.4+3801 |21 13 24.91| 0.24|+38 01 53.0| 3.1|   14.95|   1.53
342.63642|+71.48861|2250.5+7129 |22 50 32.74| 0.60|+71 29 19.0| 3.0|   14.95|   1.50
055.03817|+32.15097|0340.1+3209 |03 40 09.16| 0.23|+32 09 03.5| 3.1|   14.96|   1.52
123.84483| +1.91839|0815.3+0155 |08 15 22.76| 0.19|+01 55 06.2| 3.1|   14.96|   1.53
199.10579|-12.43683|1316.4-1226 |13 16 25.39| 0.20|-12 26 12.6| 3.1|   14.96|   1.53
200.82796| +3.13636|1323.3+0308 |13 23 18.71| 0.19|+03 08 10.9| 3.1|   14.97|   1.52
067.19337|+55.30350|0428.7+5518 |04 28 46.41| 0.34|+55 18 12.6| 3.1|   14.99|   1.52
105.53121|+25.22019|0702.1+2513 |07 02 07.49| 0.21|+25 13 12.7| 3.1|   14.99|   1.53
294.91212|+21.58389|1939.6+2135 |19 39 38.91| 0.21|+21 35 02.0| 3.1|   14.99|   1.55
357.98387| -1.15392|2351.9-0109 |23 51 56.13| 0.19|-01 09 14.1| 3.1|   15.00|   1.53
348.02012|+18.74383|2312.0+1844 |23 12 04.83| 0.21|+18 44 37.8| 3.1|   15.01|   1.54
237.06092|+48.58411|1548.2+4835 |15 48 14.62| 0.29|+48 35 02.8| 3.0|   15.03|   1.50
049.36713|-14.51058|0317.4-1430 |03 17 28.11| 0.20|-14 30 38.1| 3.0|   15.08|   1.54
197.16275| -9.84183|1308.6-0950 |13 08 39.06| 0.19|-09 50 30.6| 3.0|   15.09|   1.51
321.66575|-29.01778|2126.6-2901 |21 26 39.78| 0.22|-29 01 04.0| 3.1|   15.09|   1.56
215.48417|-31.07281|1421.9-3104 |14 21 56.20| 0.23|-31 04 22.1| 3.1|   15.10|   1.57
341.62758|+36.94169|2246.5+3656 |22 46 30.62| 0.24|+36 56 30.1| 3.1|   15.15|   1.52
105.58679|+37.95642|0702.3+3757 |07 02 20.83| 0.24|+37 57 23.1| 3.0|   15.17|   1.52
011.17442|+66.31089|0044.6+6618 |00 44 41.86| 0.48|+66 18 39.2| 3.1|   15.19|   1.56
353.00246|+29.94694|2332.0+2956 |23 32 00.59| 0.22|+29 56 49.0| 3.1|   15.20|   1.52
073.58467|+57.96186|0454.3+5757 |04 54 20.32| 0.36|+57 57 42.7| 3.0|   15.22|   1.55
230.69121| -5.06694|1522.7-0504 |15 22 45.89| 0.20|-05 04 01.0| 3.1|   15.23|   1.56
333.56279|+60.47806|2214.2+6028 |22 14 15.07| 0.39|+60 28 41.0| 3.1|   15.24|   1.57
044.45242| +6.03083|0257.8+0601 |02 57 48.58| 0.24|+06 01 51.0| 3.7|   15.25|   1.59
209.26962|+19.31897|1357.0+1919 |13 57 04.71| 0.20|+19 19 08.3| 3.1|   15.25|   1.56
299.62233|+51.84342|1958.4+5150 |19 58 29.36| 0.32|+51 50 36.3| 3.2|   15.27|   1.59
148.00167|+24.37489|0952.0+2422 |09 52 00.40| 0.21|+24 22 29.6| 3.0|   15.31|   1.56
122.85733|-10.18219|0811.4-1010 |08 11 25.76| 0.20|-10 10 55.9| 3.1|   15.36|   1.57
327.68862|+14.55942|2150.7+1433 |21 50 45.27| 0.20|+14 33 33.9| 3.0|   15.36|   1.54
035.66221|+43.03494|0222.6+4302 |02 22 38.93| 0.26|+43 02 05.8| 3.1|   15.37|   1.57
048.68175|+43.23467|0314.7+4314 |03 14 43.62| 0.26|+43 14 04.8| 3.1|   15.39|   1.58
053.93812|+70.93333|0335.7+7056 |03 35 45.15| 0.60|+70 56 00.0| 3.1|   15.39|   1.58
048.84542| -3.27789|0315.3-0316 |03 15 22.90| 0.19|-03 16 40.4| 3.1|   15.41|   1.57
292.89887|-14.09839|1931.5-1405 |19 31 35.73| 0.31|-14 05 54.2| 4.3|   15.43|   1.79
010.35808| -1.72078|0041.4-0143 |00 41 25.94| 0.19|-01 43 14.8| 3.1|   15.44|   1.59
005.79029|-25.04225|0023.1-2502 |00 23 09.67| 0.22|-25 02 32.1| 3.1|   15.45|   1.57
022.90142| -7.06686|0131.6-0704 |01 31 36.34| 0.20|-07 04 00.7| 3.1|   15.45|   1.58
048.10988|+39.27497|0312.4+3916 |03 12 26.37| 0.25|+39 16 29.9| 3.1|   15.49|   1.58
103.20192|+22.54075|0652.8+2232 |06 52 48.46| 0.21|+22 32 26.7| 3.0|   15.52|   1.59
269.62962|+13.47650|1758.5+1328 |17 58 31.11| 0.20|+13 28 35.4| 3.1|   15.53|   1.56
195.10592|-23.30492|1300.4-2318 |13 00 25.42| 0.21|-23 18 17.7| 3.1|   15.55|   1.59
173.72788|+30.09067|1134.9+3005 |11 34 54.69| 0.22|+30 05 26.4| 3.1|   15.57|   1.59
160.52813|+50.22608|1042.1+5013 |10 42 06.75| 0.30|+50 13 33.9| 3.1|   15.58|   1.59
181.58304| +4.10292|1206.3+0406 |12 06 19.93| 0.19|+04 06 10.5| 3.0|   15.59|   1.56
290.87721| -7.69503|1923.5-0741 |19 23 30.53| 0.19|-07 41 42.1| 3.1|   15.59|   1.56
329.18771|-11.46619|2156.7-1127 |21 56 45.05| 0.20|-11 27 58.3| 3.1|   15.59|   1.60
128.33454|+11.51822|0833.3+1131 |08 33 20.29| 0.20|+11 31 05.6| 3.1|   15.60|   1.59
214.35037| -4.01272|1417.4-0400 |14 17 24.09| 0.19|-04 00 45.8| 3.0|   15.60|   1.56
132.14079|+78.50094|0848.5+7830 |08 48 33.79| 0.96|+78 30 03.4| 3.0|   15.61|   1.56
267.03858|+59.72381|1748.1+5943 |17 48 09.26| 0.38|+59 43 25.7| 3.1|   15.61|   1.60
004.40733|+18.15692|0017.6+1809 |00 17 37.76| 0.20|+18 09 24.9| 3.0|   15.62|   1.59
303.72071|+26.51553|2014.8+2630 |20 14 52.97| 0.23|+26 30 55.9| 3.2|   15.62|   1.65
318.66667|-25.69711|2114.6-2541 |21 14 40.00| 0.21|-25 41 49.6| 3.1|   15.62|   1.60
142.64000|+36.02378|0930.5+3601 |09 30 33.60| 0.24|+36 01 25.6| 3.1|   15.63|   1.57
121.40171| -0.96942|0805.6-0058 |08 05 36.41| 0.19|-00 58 09.9| 3.1|   15.65|   1.59
210.53654|-15.16947|1402.1-1510 |14 02 08.77| 0.20|-15 10 10.1| 3.1|   15.67|   1.60
116.27292| +1.98858|0745.0+0159 |07 45 05.50| 0.19|+01 59 18.9| 3.1|   15.68|   1.61
046.88254|-22.42261|0307.5-2225 |03 07 31.81| 0.21|-22 25 21.4| 3.1|   15.71|   1.59
252.68012| +4.69722|1650.7+0441 |16 50 43.23| 1.43|+04 41 50.0| 4.6|   15.72|   2.66
205.55300|+60.36144|1342.2+6021 |13 42 12.72| 0.39|+60 21 41.2| 3.0|   15.73|   1.57
013.96350|+26.40800|0055.8+2624B|00 55 51.24| 0.22|+26 24 28.8| 3.1|   15.74|   1.61
128.32783|+51.05239|0833.3+5103 |08 33 18.68| 0.31|+51 03 08.6| 3.1|   15.74|   1.60
160.41167| +2.71061|1041.6+0242 |10 41 38.80| 0.19|+02 42 38.2| 3.1|   15.79|   1.62
073.23279|+52.09333|0452.9+5205 |04 52 55.87| 0.36|+52 05 36.0| 3.6|   15.80|   1.61
251.36937|+13.36928|1645.4+1322 |16 45 28.65| 0.20|+13 22 09.4| 3.1|   15.80|   1.61
081.52783|+51.65758|0526.1+5139 |05 26 06.68| 0.31|+51 39 27.3| 3.1|   15.81|   1.61
264.30129| -7.53925|1737.2-0732 |17 37 12.31| 0.20|-07 32 21.3| 3.1|   15.82|   1.62
051.99504| +2.56778|0327.9+0234 |03 27 58.81| 0.21|+02 34 04.0| 3.3|   15.83|   1.62
241.34704| -9.44447|1605.3-0926 |16 05 23.29| 0.20|-09 26 40.1| 3.1|   15.83|   1.62
340.36542|+33.62019|2241.4+3337 |22 41 27.70| 0.23|+33 37 12.7| 3.1|   15.83|   1.62
210.70054|+57.56275|1402.8+5733 |14 02 48.13| 0.36|+57 33 45.9| 3.0|   15.85|   1.62
078.37371|-30.50892|0513.4-3030 |05 13 29.69| 0.42|-30 30 32.1| 5.8|   15.87|   1.71
095.67612| -2.54358|0622.7-0232 |06 22 42.27| 0.19|-02 32 36.9| 3.1|   15.89|   1.63
232.85562|+35.56142|1531.4+3533 |15 31 25.35| 0.24|+35 33 41.1| 3.0|   15.89|   1.59
227.72325| -5.71831|1510.8-0543 |15 10 53.58| 0.19|-05 43 05.9| 3.1|   15.90|   1.63
315.43100|-17.79975|2101.7-1747 |21 01 43.44| 0.20|-17 47 59.1| 3.1|   15.90|   1.65
319.62929|+18.27628|2118.5+1816 |21 18 31.03| 0.20|+18 16 34.6| 3.0|   15.91|   1.59
045.81088|+16.43697|0303.2+1626 |03 03 14.61| 0.21|+16 26 13.1| 3.1|   15.92|   1.62
175.28446| +1.23811|1141.1+0114 |11 41 08.27| 0.19|+01 14 17.2| 3.0|   15.92|   1.63
180.55237|-10.68033|1202.2-1040 |12 02 12.57| 0.20|-10 40 49.2| 3.0|   15.92|   1.63
063.25446|-34.50261|0413.0-3430 |04 13 01.07| 0.24|-34 30 09.4| 3.1|   15.96|   1.65
200.33025|+11.11450|1321.3+1106 |13 21 19.26| 0.20|+11 06 52.2| 3.1|   15.96|   1.64
052.51987|-16.64742|0330.0-1638 |03 30 04.77| 0.20|-16 38 50.7| 3.0|   16.00|   1.63
238.10587|+20.09922|1552.4+2005 |15 52 25.41| 0.31|+20 05 57.2| 4.6|   16.03|   1.67
251.17167|+13.08747|1644.6+1305 |16 44 41.20| 0.20|+13 05 14.9| 3.0|   16.03|   1.61
256.26475|+38.67703|1705.0+3840 |17 05 03.54| 0.25|+38 40 37.3| 3.1|   16.04|   1.64
202.65721|+25.15281|1330.6+2509 |13 30 37.73| 0.21|+25 09 10.1| 3.0|   16.05|   1.61
125.39058|+47.04333|0821.5+4702 |08 21 33.74| 0.28|+47 02 36.0| 3.1|   16.06|   1.61
354.63179|+26.94386|2338.5+2656 |23 38 31.63| 0.25|+26 56 37.9| 3.4|   16.09|   1.65
125.18388|+18.22244|0820.7+1813 |08 20 44.13| 0.20|+18 13 20.8| 3.1|   16.11|   1.61
242.51175| -9.31692|1610.0-0919 |16 10 02.82| 0.20|-09 19 00.9| 3.1|   16.12|   1.65
140.70825|+53.03975|0922.8+5302 |09 22 49.98| 0.32|+53 02 23.1| 3.0|   16.16|   1.65
250.77454|+37.49306|1643.0+3729 |16 43 05.89| 0.24|+37 29 35.0| 3.0|   16.19|   1.65
178.55375|+29.26858|1154.2+2916 |11 54 12.90| 0.22|+29 16 06.9| 3.1|   16.21|   1.66
350.36900|+23.77964|2321.4+2346 |23 21 28.56| 0.21|+23 46 46.7| 3.0|   16.22|   1.62
276.13892|+74.34950|1824.5+7420 |18 24 33.34| 0.71|+74 20 58.2| 3.1|   16.23|   1.64
284.61237|+56.76619|1858.4+5645 |18 58 26.97| 0.35|+56 45 58.3| 3.1|   16.24|   1.66
310.54379|+50.50100|2042.1+5030 |20 42 10.51| 0.32|+50 30 03.6| 3.2|   16.30|   1.70
193.54850|+27.62542|1254.1+2737 |12 54 11.64| 0.22|+27 37 31.5| 3.1|   16.33|   1.64
133.66292|+14.09808|0854.6+1405 |08 54 39.10| 0.20|+14 05 53.1| 3.1|   16.34|   1.68
091.64067|-20.36722|0606.5-2022 |06 06 33.76| 0.20|-20 22 02.0| 3.0|   16.35|   1.64
181.92354|-17.05072|1207.6-1703 |12 07 41.65| 0.20|-17 03 02.6| 3.0|   16.35|   1.67
241.55304| +0.00861|1606.2+0000 |16 06 12.73| 0.19|+00 00 31.0| 3.1|   16.37|   1.68
063.32046|+74.85156|0413.2+7451 |04 13 16.91| 0.74|+74 51 05.6| 3.1|   16.38|   1.64
186.11946|+42.11039|1224.4+4206 |12 24 28.67| 0.26|+42 06 37.4| 3.1|   16.40|   1.67
060.74787|+45.09994|0402.9+4505 |04 02 59.49| 0.27|+45 05 59.8| 3.1|   16.42|   1.68
223.42408|+69.45906|1453.6+6927 |14 53 41.78| 0.55|+69 27 32.6| 3.0|   16.42|   1.67
000.08521|+55.65172|0000.3+5539 |00 00 20.45| 0.35|+55 39 06.2| 3.2|   16.43|   1.67
161.58650|+54.98061|1046.3+5458 |10 46 20.76| 0.34|+54 58 50.2| 3.2|   16.46|   1.67
274.76883|+50.51794|1819.0+5031 |18 19 04.52| 0.30|+50 31 04.6| 3.1|   16.47|   1.69
036.05146|+27.83694|0224.2+2750 |02 24 12.35| 0.22|+27 50 13.0| 3.1|   16.49|   1.68
181.60279|+64.22761|1206.4+6413 |12 06 24.67| 0.44|+64 13 39.4| 3.0|   16.51|   1.69
168.38433| -2.21567|1113.5-0212 |11 13 32.24| 0.19|-02 12 56.4| 3.1|   16.54|   1.69
169.85629| -3.04733|1119.4-0302 |11 19 25.51| 0.19|-03 02 50.4| 3.1|   16.54|   1.69
354.59254|+27.04175|2338.3+2702 |23 38 22.21| 0.23|+27 02 30.3| 3.1|   16.56|   1.69
115.79292|+80.42767|0743.1+8025 |07 43 10.30| 1.16|+80 25 39.6| 3.1|   16.60|   1.69
142.26250|-29.50489|0929.0-2930 |09 29 03.00| 0.22|-29 30 17.6| 3.1|   16.61|   1.71
135.60679| -5.27789|0902.4-0516 |09 02 25.63| 0.19|-05 16 40.4| 3.0|   16.62|   1.66
329.20371| -1.43022|2156.8-0125 |21 56 48.89| 0.19|-01 25 48.8| 3.4|   16.62|   1.70
175.73875|+21.48706|1142.9+2129 |11 42 57.30| 0.21|+21 29 13.4| 3.0|   16.63|   1.67
110.98562|+19.08317|0723.9+1904 |07 23 56.55| 0.20|+19 04 59.4| 3.1|   16.67|   1.69
255.16325|+14.81069|1700.6+1448 |17 00 39.18| 0.20|+14 48 38.5| 3.1|   16.68|   1.70
067.77917| +1.21514|0431.1+0112 |04 31 07.00| 0.19|+01 12 54.5| 3.0|   16.70|   1.70
203.82983|+41.00033|1335.3+4100 |13 35 19.16| 0.25|+41 00 01.2| 3.0|   16.70|   1.70
019.49883|+45.60675|0117.9+4536 |01 17 59.72| 0.28|+45 36 24.3| 3.1|   16.71|   1.71
123.62725|+45.94344|0814.5+4556 |08 14 30.54| 0.28|+45 56 36.4| 3.1|   16.73|   1.71
044.41496| +6.06375|0257.6+0603 |02 57 39.59| 0.21|+06 03 49.5| 4.1|   16.77|   1.74
062.21479|-24.30378|0408.8-2418 |04 08 51.55| 0.21|-24 18 13.6| 3.0|   16.77|   1.71
227.73158| +5.74503|1510.9+0544 |15 10 55.58| 0.19|+05 44 42.1| 3.1|   16.77|   1.72
250.95442|-15.44072|1643.8-1526 |16 43 49.06| 0.20|-15 26 26.6| 3.1|   16.77|   1.72
262.08404|+31.76731|1728.3+3146 |17 28 20.17| 0.23|+31 46 02.3| 3.1|   16.77|   1.70
065.09204|+17.89867|0420.3+1753 |04 20 22.09| 0.20|+17 53 55.2| 3.1|   16.78|   1.71
000.92129|+13.10942|0003.6+1306 |00 03 41.11| 0.20|+13 06 33.9| 3.0|   16.85|   1.69
118.94204| +2.17819|0755.7+0210 |07 55 46.09| 0.19|+02 10 41.5| 3.1|   16.88|   1.72
061.85300| +3.68186|0407.4+0340 |04 07 24.72| 0.19|+03 40 54.7| 3.0|   16.92|   1.72
125.33787|-30.16394|0821.3-3009 |08 21 21.09| 0.26|-30 09 50.2| 3.6|   16.92|   1.76
335.95742| -2.10933|2223.8-0206 |22 23 49.78| 0.22|-02 06 33.6| 4.8|   16.92|   1.75
349.60658|+67.89739|2318.4+6753 |23 18 25.58| 0.51|+67 53 50.6| 3.1|   16.92|   1.73
108.51950|+14.60642|0714.0+1436 |07 14 04.68| 0.20|+14 36 23.1| 3.0|   16.93|   1.73
319.97900|+37.39214|2119.9+3723 |21 19 54.96| 0.24|+37 23 31.7| 3.0|   16.95|   1.73
087.88596|-10.38886|0551.5-1023 |05 51 32.63| 0.20|-10 23 19.9| 3.1|   16.97|   1.72
004.74837|-10.37994|0018.9-1022 |00 18 59.61| 0.20|-10 22 47.8| 3.1|   16.98|   1.73
153.56050|+74.62667|1014.2+7437 |10 14 14.52| 0.72|+74 37 36.0| 3.1|   17.01|   1.74
175.64575|-11.69656|1142.5-1141 |11 42 34.98| 0.20|-11 41 47.6| 3.0|   17.02|   1.74
276.13342|+57.74542|1824.5+5744 |18 24 32.02| 0.36|+57 44 43.5| 3.0|   17.03|   1.70
223.00025| +0.54686|1452.0+0032 |14 52 00.06| 0.19|+00 32 48.7| 3.1|   17.04|   1.75
071.69487|+50.62700|0446.7+5037 |04 46 46.77| 0.30|+50 37 37.2| 3.0|   17.05|   1.74
356.39275|+65.95678|2345.5+6557 |23 45 34.26| 0.48|+65 57 24.4| 3.1|   17.09|   1.77
145.34929|+39.74403|0941.3+3944 |09 41 23.83| 0.25|+39 44 38.5| 3.1|   17.10|   1.74
105.53792|+25.24172|0702.1+2514 |07 02 09.10| 0.21|+25 14 30.2| 3.1|   17.11|   1.75
342.89358|+18.81144|2251.5+1848 |22 51 34.46| 0.20|+18 48 41.2| 3.1|   17.11|   1.75
025.60408|-16.47308|0142.4-1628 |01 42 24.98| 0.20|-16 28 23.1| 3.0|   17.12|   1.75
273.12967|+26.48956|1812.5+2629 |18 12 31.12| 0.21|+26 29 22.4| 3.0|   17.15|   1.75
278.75075|+32.68156|1835.0+3240 |18 35 00.18| 0.23|+32 40 53.6| 3.1|   17.17|   1.76
251.52162|-22.46700|1646.0-2228 |16 46 05.19| 0.21|-22 28 01.2| 3.1|   17.18|   1.73
247.40404|+23.33683|1629.6+2320 |16 29 36.97| 0.21|+23 20 12.6| 3.0|   17.20|   1.75
316.82996|-25.48328|2107.3-2528 |21 07 19.19| 0.34|-25 28 59.8| 5.9|   17.22|   1.92
138.52029|+17.26489|0914.0+1715 |09 14 04.87| 0.20|+17 15 53.6| 3.0|   17.27|   1.75
266.81383|-19.35378|1747.2-1921 |17 47 15.32| 0.23|-19 21 13.6| 4.8|   17.30|   1.92
184.41958| +3.66089|1217.6+0339 |12 17 40.70| 0.20|+03 39 39.2| 3.1|   17.35|   1.76
144.96029|+35.92736|0939.8+3555 |09 39 50.47| 0.24|+35 55 38.5| 3.2|   17.36|   1.76
258.30629|-25.02708|1713.2-2501 |17 13 13.51| 0.36|-25 01 37.5| 5.5|   17.36|   2.18
315.06292|-17.76364|2100.2-1745 |21 00 15.10| 0.20|-17 45 49.1| 3.1|   17.38|   1.80
156.33704|+20.17233|1025.3+2010 |10 25 20.89| 0.21|+20 10 20.4| 3.1|   17.40|   1.76
298.20104|+25.44797|1952.8+2526 |19 52 48.25| 0.21|+25 26 52.7| 3.1|   17.41|   1.79
072.02333|+44.98806|0448.0+4459 |04 48 05.60| 2.02|+44 59 17.0|26.2|   17.43|   1.96
077.37292|+29.96564|0509.4+2957 |05 09 29.50| 0.22|+29 57 56.3| 3.1|   17.43|   1.79
102.81400|+45.15800|0651.2+4509 |06 51 15.36| 0.27|+45 09 28.8| 3.1|   17.43|   1.77
085.78233|-24.35094|0543.1-2421 |05 43 07.76| 0.21|-24 21 03.4| 3.0|   17.46|   1.78
106.95858| -7.99533|0707.8-0759 |07 07 50.06| 0.20|-07 59 43.2| 3.1|   17.47|   1.78
064.01842|-20.94017|0416.0-2056 |04 16 04.42| 0.20|-20 56 24.6| 3.0|   17.49|   1.75
080.41175|-20.79417|0521.6-2047 |05 21 38.82| 0.20|-20 47 39.0| 3.0|   17.51|   1.75
221.78867|+76.93942|1447.1+7656 |14 47 09.28| 0.85|+76 56 21.9| 3.0|   17.51|   1.75
299.04542| -7.61750|1956.1-0737 |19 56 10.90| 0.19|-07 37 03.0| 3.1|   17.51|   1.80
150.34587| -0.43428|1001.3-0026 |10 01 23.01| 0.19|-00 26 03.4| 3.0|   17.57|   1.79
128.76567|+14.19761|0835.0+1411 |08 35 03.76| 0.20|+14 11 51.4| 3.1|   17.58|   1.80
170.78804| +5.50478|1123.1+0530 |11 23 09.13| 0.19|+05 30 17.2| 3.0|   17.61|   1.80
202.78708|-25.99561|1331.1-2559 |13 31 08.90| 0.21|-25 59 44.2| 3.0|   17.62|   1.76
258.75625| -3.35886|1715.0-0321 |17 15 01.50| 0.19|-03 21 31.9| 3.1|   17.63|   1.81
167.45621|+37.64175|1109.8+3738 |11 09 49.49| 0.25|+37 38 30.3| 3.1|   17.71|   1.80
208.66921|+16.24561|1354.6+1614 |13 54 40.61| 0.20|+16 14 44.2| 3.1|   17.72|   1.81
035.79150|+42.98522|0223.1+4259 |02 23 09.96| 0.39|+42 59 06.8| 3.9|   17.73|   1.81
060.80887|+74.93425|0403.2+7456 |04 03 14.13| 0.74|+74 56 03.3| 3.1|   17.73|   1.81
236.93187|+20.87297|1547.7+2052 |15 47 43.65| 0.21|+20 52 22.7| 3.1|   17.75|   1.81
349.13492|+53.95311|2316.5+5357 |23 16 32.38| 0.47|+53 57 11.2| 4.1|   17.76|   1.97
022.83271|+25.34164|0131.3+2520 |01 31 19.85| 0.21|+25 20 29.9| 3.1|   17.78|   1.82
155.47725|+21.99250|1021.9+2159 |10 21 54.54| 0.21|+21 59 33.0| 3.0|   17.83|   1.82
112.04800|+67.81283|0728.1+6748 |07 28 11.52| 0.51|+67 48 46.2| 3.0|   17.85|   1.79
068.25346|-29.93692|0433.0-2956 |04 33 00.83| 0.22|-29 56 12.9| 3.1|   17.89|   1.84
243.07925|+22.37089|1612.3+2222 |16 12 19.02| 0.21|+22 22 15.2| 3.0|   17.89|   1.83
357.12254|+18.73486|2348.4+1844 |23 48 29.41| 0.20|+18 44 05.5| 3.1|   17.89|   1.84
122.51496|+42.46808|0810.0+4228 |08 10 03.59| 0.26|+42 28 05.1| 3.0|   17.93|   1.79
260.04767| -7.02572|1720.1-0701 |17 20 11.44| 0.20|-07 01 32.6| 3.1|   17.93|   1.83
188.00062| -2.40125|1232.0-0224 |12 32 00.15| 0.19|-02 24 04.5| 3.0|   18.00|   1.80
049.54629|+41.94619|0318.1+4156 |03 18 11.11| 0.75|+41 56 46.3|10.8|   18.10|   2.00
207.41321|+21.12442|1349.6+2107 |13 49 39.17| 0.21|+21 07 27.9| 3.0|   18.12|   1.85
022.83979| +6.39464|0131.3+0623 |01 31 21.55| 0.19|+06 23 40.7| 3.1|   18.14|   1.85
